Game,Team,OPS,Temp,Rain,Wind
2021-07-20,TBR,0.89379085,,,
2021-07-20,MIL,0.59967321,,,
2021-07-20,OAK,0.7030303,,,
2021-07-20,COL,1.0123839,,,
2021-07-20,CIN,1.06630824,,,
2021-07-20,HOU,1.17222222,,,
2021-07-20,ATL,0.56034483,,,
2021-07-20,STL,0.85704125,,,
2021-07-20,NYY,1.16625717,,,
2021-07-20,LAD,1.07692308,,,
2021-07-20,DET,0.8030303,,,
2021-07-20,CHW,0.93382353,,,
2021-07-20,WSN,0.93966817,,,
2021-07-21,WSN,0.48239148,,,
2021-07-21,CIN,0.14048532,,,
2021-07-21,HOU,0.6060606,,,
2021-07-21,ATL,0.43230769,,,
2021-07-21,ARI,1.11236803,,,
2021-07-21,DET,0.82473119,,,
2021-07-21,LAD,0.41515151,,,
2021-07-21,TBR,0.87619047,,,
2021-07-21,COL,0.66666666,,,
2021-07-21,TOR,0.67463235,,,
2021-07-21,STL,0.74473684,,,
2021-07-21,MIL,0.48294931,,,
2021-07-21,NYY,0.78590785,,,
2021-07-21,CHW,0.75289575,,,
2021-07-21,ATL,0.77150538,,,
2021-07-22,BOS,0.58998023,,,
2021-07-22,SEA,0.45437788,,,
2021-07-22,DET,0.93087558,,,
2021-07-22,MIA,0.51111111,,,
2021-07-22,LAD,0.57352941,,,
2021-07-22,CLE,0.5010453,,,
2021-07-22,MIN,0.57272727,,,
2021-07-22,PHI,0.63063063,,,
2021-07-22,STL,0.78781512,,,
2021-07-23,SFG,0.88755981,,,
2021-07-23,CIN,0.96581197,,,
2021-07-23,KCR,0.74553571,,,
2021-07-23,MIN,0.8911197,,,
2021-07-23,CLE,0.81578947,,,
2021-07-23,MIA,0.69949495,,,
2021-07-23,HOU,0.66093366,,,
2021-07-23,PHI,0.81272401,,,
2021-07-23,LAD,0.78333333,,,
2021-07-23,NYM,0.6950431,,,
2021-07-23,BAL,0.71875,,,
2021-07-23,SEA,0.72434017,,,
2021-07-23,BOS,0.86458333,,,
2021-07-23,MIL,0.83589744,,,
2021-07-23,CHC,1.0030426,,,
2021-07-24,BOS,0.6722973,,,
2021-07-24,LAD,0.46428572,,,
2021-07-24,KCR,0.93055556,,,
2021-07-24,HOU,0.775,,,
2021-07-24,BAL,0.86969697,,,
2021-07-24,CHC,0.68138528,,,
2021-07-24,NYM,0.84268884,,,
2021-07-24,SFG,0.50244379,,,
2021-07-24,MIA,0.61917563,,,
2021-07-24,CLE,0.44919786,,,
2021-07-24,MIN,0.29418103,,,
2021-07-24,PHI,0.63558106,,,
2021-07-24,SEA,0.76182432,,,
2021-07-24,CIN,0.81818181,,,
2021-07-24,MIL,0.89411765,,,
2021-07-25,CHC,0.84077079,,,
2021-07-25,PHI,0.64285714,,,
2021-07-25,MIA,1.11071429,,,
2021-07-25,MIN,0.528463,,,
2021-07-25,LAD,0.84250475,,,
2021-07-25,BAL,0.94175627,,,
2021-07-25,NYM,0.83030303,,,
2021-07-25,HOU,0.60258065,,,
2021-07-25,SEA,0.57619047,,,
2021-07-25,BOS,0.46941046,,,
2021-07-25,CIN,0.85144928,,,
2021-07-25,MIL,0.61312741,,,
2021-07-25,SFG,1.04832105,,,
2021-07-25,KCR,0.86189516,,,
2021-07-25,CLE,0.6060606,,,
2021-07-26,MIN,0.97532315,,,
2021-07-26,PHI,0.96907994,,,
2021-07-26,NYM,0.51923077,,,
2021-07-26,CHC,1.04719562,,,
2021-07-26,SEA,0.87837838,,,
2021-07-26,NYM,0.69397994,,,
2021-07-26,LAA,0.82770562,,,
2021-07-26,KCR,0.93643264,,,
2021-07-26,BOS,0.87410714,,,
2021-07-27,PHI,0.78648649,,,
2021-07-27,SFG,0.5625,,,
2021-07-27,CLE,0.50909091,,,
2021-07-27,TEX,0.75768872,,,
2021-07-27,CHC,0.95408895,,,
2021-07-27,LAA,0.68432055,,,
2021-07-27,PIT,0.32083333,,,
2021-07-27,SDP,0.94771242,,,
2021-07-27,NYM,0.84356725,,,
2021-07-27,KCR,0.47575757,,,
2021-07-27,BAL,0.75714286,,,
2021-07-27,SEA,0.76944444,,,
2021-07-27,TBR,0.75961538,,,
2021-07-27,MIN,0.72136752,,,
2021-07-28,PIT,0.64393939,,,
2021-07-28,CHC,0.59141495,,,
2021-07-28,SFG,0.37341153,,,
2021-07-28,CLE,1.19310345,,,
2021-07-28,BAL,0.9733871,,,
2021-07-28,TBR,0.29642857,,,
2021-07-28,LAA,1.01478197,,,
2021-07-28,BOS,0.54509284,,,
2021-07-28,MIN,1.35430917,,,
2021-07-28,NYM,0.61175115,,,
2021-07-28,KCR,0.56951871,,,
2021-07-28,SDP,0.57518797,,,
2021-07-28,BOS,1.08124253,,,
2021-07-28,TEX,0.47857143,,,
2021-07-28,SEA,0.75714286,,,
2021-07-29,KCR,0.89493087,,,
2021-07-29,DET,1.00079745,,,
2021-07-29,TBR,1.11246612,,,
2021-07-29,PIT,0.24507389,,,
2021-07-29,SDP,0.84375,,,
2021-07-29,PHI,1.14177979,,,
2021-07-29,PHI,0.58741259,,,
2021-07-29,SFG,0.83223684,,,
2021-07-29,LAA,0.30588235,,,
2021-07-29,NYM,0.82357357,,,
2021-07-29,CHC,0.82536765,,,
2021-07-29,BOS,0.43274854,,,
2021-07-30,TEX,0.75798319,,,
2021-07-30,WSN,0.91544118,,,
2021-07-30,ARI,0.80966073,,,
2021-07-30,DET,0.63063063,,,
2021-07-30,ATL,0.75897436,,,
2021-07-30,LAA,0.50802139,,,
2021-07-30,NYM,0.60858586,,,
2021-07-30,STL,0.67816092,,,
2021-07-30,TOR,0.95138889,,,
2021-07-30,SDP,0.69196429,,,
2021-07-30,TBR,1.04489164,,,
2021-07-30,CHW,0.86414566,,,
2021-07-30,PIT,0.96963825,,,
2021-07-30,SFG,0.74357405,,,
2021-07-30,MIA,0.53259142,,,
2021-07-31,NYM,0.62745098,,,
2021-07-31,LAA,0.39354839,,,
2021-07-31,SDP,0.69932432,,,
2021-07-31,WSN,0.56220095,,,
2021-07-31,SFG,1.2498352,,,
2021-07-31,ARI,0.63959955,,,
2021-07-31,TBR,0.85864661,,,
2021-07-31,CHW,1.10893513,,,
2021-07-31,TOR,0.64827586,,,
2021-07-31,ATL,0.96756757,,,
2021-07-31,DET,0.50154799,,,
2021-07-31,PIT,0.53274682,,,
2021-07-31,STL,0.43137255,,,
2021-07-31,MIA,0.40762463,,,
2021-07-31,TEX,0.65625,,,
2021-08-01,NYM,0.36818687,,,
2021-08-01,ATL,0.48529412,,,
2021-08-01,SFG,0.93392857,,,
2021-08-01,TOR,0.87860781,,,
2021-08-01,SDP,0.90962838,,,
2021-08-01,TBR,0.61149426,,,
2021-08-01,TEX,0.81818182,,,
2021-08-01,PIT,0.58333333,,,
2021-08-01,ARI,0.29462365,,,
2021-08-01,MIA,0.41875,,,
2021-08-01,STL,0.98116299,,,
2021-08-01,WSN,1.03821063,,,
2021-08-01,LAA,0.54242424,,,
2021-08-01,DET,0.73333333,,,
2021-08-01,CHW,0.50608519,,,
2021-08-02,TOR,0.5225564,,,
2021-08-02,TBR,0.62077922,,,
2021-08-02,MIA,0.67095588,,,
2021-08-02,ARI,0.77056277,,,
2021-08-02,MIL,0.77123552,,,
2021-08-02,NYY,0.44015444,,,
2021-08-02,WSN,0.69265233,,,
2021-08-02,TEX,0.55436082,,,
2021-08-03,CHW,0.73571428,,,
2021-08-03,WSN,0.58455598,,,
2021-08-03,ARI,0.76140351,,,
2021-08-03,MIA,0.88831169,,,
2021-08-03,MIL,0.68694096,,,
2021-08-03,NYY,1.08421053,,,
2021-08-03,OAK,0.67171717,,,
2021-08-03,DET,0.75686274,,,
2021-08-03,TEX,0.56190476,,,
2021-08-03,COL,1.13346883,,,
2021-08-03,CIN,0.91255961,,,
2021-08-03,STL,0.53743315,,,
2021-08-03,TOR,0.98606811,,,
2021-08-03,LAD,0.39475839,,,
2021-08-03,TBR,0.58080808,,,
2021-08-04,CHW,0.42083333,,,
2021-08-04,MIL,0.70036765,,,
2021-08-04,ARI,0.43087121,,,
2021-08-04,TOR,0.90988836,,,
2021-08-04,TBR,0.7012987,,,
2021-08-04,LAD,1.04832105,,,
2021-08-04,WSN,0.80882353,,,
2021-08-04,TEX,0.50907258,,,
2021-08-04,CIN,0.86666667,,,
2021-08-04,COL,0.76709956,,,
2021-08-04,NYY,0.96785714,,,
2021-08-04,DET,0.60197368,,,
2021-08-04,STL,0.62280701,,,
2021-08-04,OAK,0.73397436,,,
2021-08-04,MIA,0.58823529,,,
2021-08-05,CIN,0.87878788,,,
2021-08-05,COL,1.18137255,,,
2021-08-05,TOR,0.51034483,,,
2021-08-05,STL,0.68796068,,,
2021-08-05,TEX,0.38482143,,,
2021-08-05,NYY,0.8058968,,,
2021-08-05,CHW,0.56964286,,,
2021-08-05,DET,0.99572649,,,
2021-08-05,WSN,0.79761905,,,
2021-08-05,HOU,0.58088235,,,
2021-08-05,ARI,0.53174603,,,
2021-08-05,MIA,0.64367816,,,
2021-08-06,TOR,1.20454545,,,
2021-08-06,HOU,0.64723321,,,
2021-08-06,CHC,0.76386404,,,
2021-08-06,OAK,0.5475382,,,
2021-08-06,NYY,0.50555555,,,
2021-08-06,ATL,0.78235294,,,
2021-08-06,COL,1.425,,,
2021-08-06,STL,0.90132828,,,
2021-08-06,PHI,0.88367546,,,
2021-08-06,CLE,0.94883041,,,
2021-08-06,SDP,0.70294118,,,
2021-08-06,BAL,1.05595238,,,
2021-08-06,CIN,1.05128205,,,
2021-08-06,MIL,0.50244379,,,
2021-08-06,LAD,0.62732558,,,
2021-08-07,LAD,0.78787878,,,
2021-08-07,SDP,0.92153444,,,
2021-08-07,BAL,0.62077922,,,
2021-08-07,HOU,0.74777183,,,
2021-08-07,CHC,0.39338235,,,
2021-08-07,TOR,0.51666667,,,
2021-08-07,COL,0.93484848,,,
2021-08-07,OAK,1.18421053,,,
2021-08-07,MIL,0.75,,,
2021-08-07,NYY,0.89420849,,,
2021-08-07,CLE,0.64082503,,,
2021-08-07,ATL,0.50982143,,,
2021-08-07,PHI,0.90803571,,,
2021-08-07,CIN,1.25757576,,,
2021-08-07,STL,0.87415541,,,
2021-08-07,TOR,0.39285714,,,
2021-08-08,HOU,0.85520362,,,
2021-08-08,COL,1.21794871,,,
2021-08-08,TOR,0.89473684,,,
2021-08-08,ATL,0.65913978,,,
2021-08-08,CHC,0.46212121,,,
2021-08-08,BAL,0.98220172,,,
2021-08-08,SDP,0.72365591,,,
2021-08-08,STL,0.81254404,,,
2021-08-08,PHI,0.73280423,,,
2021-08-08,LAD,0.93055556,,,
2021-08-08,CLE,0.91353383,,,
2021-08-08,MIL,0.56964286,,,
2021-08-08,NYY,0.50159489,,,
2021-08-08,OAK,0.92105263,,,
2021-08-08,CIN,0.6060606,,,
2021-08-09,SDP,0.89444444,,,
2021-08-09,CLE,1.15749129,,,
2021-08-09,KCR,0.59693878,,,
2021-08-09,MIN,0.32311622,,,
2021-08-10,CHC,0.65409483,,,
2021-08-10,TOR,0.85138248,,,
2021-08-10,MIN,0.65320197,,,
2021-08-10,BAL,0.83233082,,,
2021-08-10,SFG,0.83807588,,,
2021-08-10,NYM,0.88193456,,,
2021-08-10,CHC,0.71543779,,,
2021-08-10,LAA,0.45833333,,,
2021-08-10,CLE,0.51981352,,,
2021-08-10,SDP,0.83006536,,,
2021-08-10,ATL,0.62463054,,,
2021-08-10,KCR,0.96785714,,,
2021-08-10,PHI,0.44464286,,,
2021-08-10,BOS,0.77293233,,,
2021-08-10,HOU,0.74820788,,,
2021-08-10,PIT,0.29177718,,,
2021-08-10,SEA,0.79620563,,,
2021-08-11,ATL,0.73149237,,,
2021-08-11,KCR,0.48529412,,,
2021-08-11,SEA,0.66111111,,,
2021-08-11,PHI,0.48529412,,,
2021-08-11,BOS,1.35175203,,,
2021-08-11,HOU,0.82905982,,,
2021-08-11,SFG,1.18318319,,,
2021-08-11,PIT,0.14285714,,,
2021-08-11,MIN,0.62843489,,,
2021-08-11,LAA,0.46464646,,,
2021-08-11,BAL,0.68721804,,,
2021-08-11,CHC,0.26666666,,,
2021-08-11,SDP,0.37878788,,,
2021-08-11,CLE,0.4512987,,,
2021-08-12,CLE,0.33640553,,,
2021-08-12,ARI,1.05263158,,,
2021-08-12,SEA,0.73387097,,,
2021-08-12,PHI,0.54050926,,,
2021-08-12,BOS,0.26843318,,,
2021-08-12,LAA,0.9163034,,,
2021-08-12,NYM,0.98399015,,,
2021-08-12,PIT,0.8991228,,,
2021-08-12,BAL,0.81432748,,,
2021-08-12,CHW,1.03885135,,,
2021-08-12,NYM,1.05788177,,,
2021-08-12,SFG,0.73364055,,,
2021-08-12,CHC,0.71492922,,,
2021-08-12,ATL,0.54887218,,,
2021-08-13,ARI,0.85898617,,,
2021-08-13,MIA,1.10584416,,,
2021-08-13,LAA,0.31754032,,,
2021-08-13,WSN,0.67543859,,,
2021-08-13,DET,0.6697479,,,
2021-08-13,MIN,0.73099415,,,
2021-08-13,SEA,0.62745098,,,
2021-08-13,KCR,0.38104839,,,
2021-08-13,PHI,0.40056818,,,
2021-08-13,NYM,0.54780362,,,
2021-08-13,SFG,0.87032967,,,
2021-08-13,TEX,0.86071429,,,
2021-08-13,BOS,1.07647059,,,
2021-08-14,TEX,0.62908497,,,
2021-08-14,CHW,0.88176034,,,
2021-08-14,BOS,1.49641148,,,
2021-08-14,LAA,0.67619047,,,
2021-08-14,PIT,1.36117216,,,
2021-08-14,SFG,0.5199241,,,
2021-08-14,WSN,0.42810457,,,
2021-08-14,NYM,0.39507154,,,
2021-08-14,PHI,0.87191651,,,
2021-08-14,ARI,1.17374517,,,
2021-08-14,DET,0.77598566,,,
2021-08-14,MIN,1.26666667,,,
2021-08-14,MIA,0.59893048,,,
2021-08-14,PIT,0.35230769,,,
2021-08-14,KCR,0.72635135,,,
2021-08-14,SEA,1.03853046,,,
2021-08-15,SEA,0.61300309,,,
2021-08-15,MIA,0.77896613,,,
2021-08-15,TEX,0.89772727,,,
2021-08-15,PIT,0.31754032,,,
2021-08-15,ARI,0.65,,,
2021-08-15,DET,0.07142858,,,
2021-08-15,CHW,0.78018576,,,
2021-08-15,WSN,0.76363636,,,
2021-08-15,NYM,0.48088235,,,
2021-08-15,KCR,0.66872587,,,
2021-08-15,PHI,0.65396341,,,
2021-08-15,LAA,0.66911765,,,
2021-08-15,MIN,0.62768031,,,
2021-08-15,SFG,0.72474747,,,
2021-08-15,BOS,0.86348684,,,
2021-08-16,MIN,1.03333333,,,
2021-08-16,LAD,0.70982143,,,
2021-08-16,CIN,1.18096357,,,
2021-08-16,KCR,0.92105263,,,
2021-08-16,SFG,1.1006006,,,
2021-08-16,MIA,0.50439883,,,
2021-08-16,COL,0.92540323,,,
2021-08-16,NYY,0.63027296,,,
2021-08-16,TBR,1.23333333,,,
2021-08-16,CHW,0.80824373,,,
2021-08-17,CIN,0.51520738,,,
2021-08-17,TEX,0.49337121,,,
2021-08-17,COL,0.99699248,,,
2021-08-17,NYY,0.76223776,,,
2021-08-17,DET,0.5247678,,,
2021-08-17,STL,0.33491461,,,
2021-08-17,CHW,0.95356037,,,
2021-08-17,LAD,0.79447004,,,
2021-08-17,WSN,1.05438596,,,
2021-08-17,MIA,0.33147942,,,
2021-08-17,SFG,0.62619047,,,
2021-08-17,MIN,0.39047619,,,
2021-08-17,TBR,0.93741109,,,
2021-08-17,KCR,0.7204301,,,
2021-08-17,NYY,0.91025641,,,
2021-08-17,ARI,0.71458333,,,
2021-08-18,ARI,0.81499202,,,
2021-08-18,WSN,1.04264706,,,
2021-08-18,TBR,0.95417591,,,
2021-08-18,CIN,0.60089286,,,
2021-08-18,CHW,0.65535714,,,
2021-08-18,DET,0.48387097,,,
2021-08-18,KCR,0.69032258,,,
2021-08-18,SFG,0.43956639,,,
2021-08-18,MIA,0.79314565,,,
2021-08-18,TEX,0.62834224,,,
2021-08-18,COL,0.94718615,,,
2021-08-18,LAD,1.06666667,,,
2021-08-18,NYY,0.61801802,,,
2021-08-18,STL,0.6076555,,,
2021-08-18,MIN,0.72002033,,,
2021-08-19,TEX,0.70571096,,,
2021-08-19,NYY,0.87272727,,,
2021-08-19,LAD,0.57603687,,,
2021-08-19,TBR,0.74504505,,,
2021-08-19,ARI,0.66834677,,,
2021-08-19,STL,0.97285067,,,
2021-08-19,DET,1.03062961,,,
2021-08-19,CHW,0.66785714,,,
2021-08-19,CIN,0.85529954,,,
2021-08-19,KCR,0.5530303,,,
2021-08-20,CHC,0.48541667,,,
2021-08-20,CIN,0.76470588,,,
2021-08-20,MIL,0.40266963,,,
2021-08-20,OAK,0.56078432,,,
2021-08-20,TOR,0.58761988,,,
2021-08-20,TBR,0.48455598,,,
2021-08-20,COL,1.15785907,,,
2021-08-20,BAL,0.31034482,,,
2021-08-20,BOS,0.95413596,,,
2021-08-20,STL,0.61111111,,,
2021-08-20,SDP,0.61520738,,,
2021-08-20,NYY,1.08841463,,,
2021-08-20,HOU,1.35700817,,,
2021-08-20,LAD,0.44137931,,,
2021-08-20,CLE,1.05724509,,,
2021-08-21,BOS,0.44242424,,,
2021-08-21,LAD,0.87191651,,,
2021-08-21,TBR,0.90779014,,,
2021-08-21,OAK,0.63233082,,,
2021-08-21,CIN,0.85057471,,,
2021-08-21,SDP,0.40656565,,,
2021-08-21,NYY,0.74856674,,,
2021-08-21,MIL,0.925,,,
2021-08-21,HOU,1.21804511,,,
2021-08-21,COL,0.67095588,,,
2021-08-21,TOR,0.71494253,,,
2021-08-21,BAL,0.83333333,,,
2021-08-21,STL,0.62432432,,,
2021-08-21,CHC,0.24285714,,,
2021-08-21,CLE,1.0535445,,,
2021-08-22,CIN,0.86175115,,,
2021-08-22,HOU,0.70551258,,,
2021-08-22,SDP,0.69949495,,,
2021-08-22,TOR,0.59821429,,,
2021-08-22,MIL,1.1,,,
2021-08-22,COL,0.6491228,,,
2021-08-22,CLE,0.66056034,,,
2021-08-22,TBR,0.93966817,,,
2021-08-22,CHC,0.42884251,,,
2021-08-22,BAL,0.70833333,,,
2021-08-22,LAD,0.4056696,,,
2021-08-22,STL,0.84712838,,,
2021-08-22,OAK,0.59803921,,,
2021-08-23,PIT,0.87412588,,,
2021-08-23,HOU,0.58851674,,,
2021-08-23,CHC,0.84712838,,,
2021-08-23,ATL,0.54746544,,,
2021-08-23,BOS,0.79186603,,,
2021-08-23,OAK,0.61837121,,,
2021-08-23,TOR,0.42688172,,,
2021-08-24,BAL,1.04984094,,,
2021-08-24,CLE,0.66470588,,,
2021-08-24,STL,0.60829494,,,
2021-08-24,SDP,0.48333333,,,
2021-08-24,PIT,0.9894958,,,
2021-08-24,NYM,0.42884251,,,
2021-08-24,ATL,0.65309201,,,
2021-08-24,MIL,0.87837838,,,
2021-08-24,OAK,0.57189543,,,
2021-08-24,TOR,0.6879085,,,
2021-08-24,BOS,1.18970588,,,
2021-08-24,HOU,0.63260135,,,
2021-08-24,PHI,0.43087121,,,
2021-08-24,MIA,0.52184874,,,
2021-08-25,PIT,0.55727554,,,
2021-08-25,CHC,0.68403548,,,
2021-08-25,CLE,1.02782194,,,
2021-08-25,STL,0.63305322,,,
2021-08-25,SDP,0.34773013,,,
2021-08-25,BAL,1.03989813,,,
2021-08-25,NYM,0.69195046,,,
2021-08-25,MIL,0.59014778,,,
2021-08-25,CHC,1.06410256,,,
2021-08-25,TOR,0.63888889,,,
2021-08-25,BOS,0.93913904,,,
2021-08-25,PHI,0.74673203,,,
2021-08-25,MIA,0.82936508,,,
2021-08-25,HOU,0.86363636,,,
2021-08-26,BOS,1.00432901,,,
2021-08-26,SEA,0.81904762,,,
2021-08-26,PIT,1.14011628,,,
2021-08-26,OAK,0.77828055,,,
2021-08-26,TOR,0.75743243,,,
2021-08-26,NYM,0.79266347,,,
2021-08-26,SDP,0.33370411,,,
2021-08-26,MIL,0.68095238,,,
2021-08-26,CLE,1.15508365,,,
2021-08-26,MIA,0.79447004,,,
2021-08-26,BAL,1.11829837,,,
2021-08-26,PHI,0.66409267,,,
2021-08-27,NYM,0.46129032,,,
2021-08-27,TEX,0.83717949,,,
2021-08-27,OAK,0.58049535,,,
2021-08-27,CLE,0.73161765,,,
2021-08-27,ATL,0.77896613,,,
2021-08-27,LAA,0.25625,,,
2021-08-27,PHI,0.76542553,,,
2021-08-27,SEA,0.60336342,,,
2021-08-27,MIA,0.55502846,,,
2021-08-27,MIN,0.72995391,,,
2021-08-27,BAL,0.78801169,,,
2021-08-27,LAD,0.54545454,,,
2021-08-27,DET,0.61290322,,,
2021-08-27,CHW,1.13414634,,,
2021-08-27,PIT,0.67543859,,,
2021-08-28,OAK,0.59803921,,,
2021-08-28,BAL,0.60035843,,,
2021-08-28,CHW,0.39116379,,,
2021-08-28,LAD,0.7989418,,,
2021-08-28,CLE,0.71794871,,,
2021-08-28,MIA,0.90540541,,,
2021-08-28,NYM,0.95989305,,,
2021-08-28,LAA,1.06136364,,,
2021-08-28,DET,0.34150326,,,
2021-08-28,TEX,0.50982143,,,
2021-08-28,ATL,0.46926407,,,
2021-08-28,PIT,0.42884251,,,
2021-08-28,PHI,1.09640523,,,
2021-08-28,MIN,0.71594982,,,
2021-08-28,SEA,0.69924812,,,
2021-08-29,OAK,0.64920635,,,
2021-08-29,PHI,0.92105263,,,
2021-08-29,MIA,0.50222222,,,
2021-08-29,TEX,1.16507177,,,
2021-08-29,MIN,0.50891265,,,
2021-08-29,BAL,0.95,,,
2021-08-29,DET,0.5,,,
2021-08-29,SEA,0.63137255,,,
2021-08-29,PIT,0.49242424,,,
2021-08-29,NYM,1.02725968,,,
2021-08-29,CHW,1.25407926,,,
2021-08-29,LAD,0.30588235,,,
2021-08-29,CLE,0.91086587,,,
2021-08-29,ATL,1.09890109,,,
2021-08-30,LAA,0.93686869,,,
2021-08-30,LAD,1.00952381,,,
2021-08-30,WSN,0.71568627,,,
2021-08-30,TEX,0.97849462,,,
2021-08-30,SEA,0.66420966,,,
2021-08-30,CIN,0.325,,,
2021-08-30,DET,0.61764706,,,
2021-08-30,SFG,0.47860962,,,
2021-08-30,TBR,0.79924242,,,
2021-08-30,ARI,0.62321145,,,
2021-08-30,TOR,0.77180527,,,
2021-08-31,NYM,0.91511387,,,
2021-08-31,KCR,0.47575757,,,
2021-08-31,ARI,0.25625,,,
2021-08-31,TOR,0.66420966,,,
2021-08-31,LAD,0.69359605,,,
2021-08-31,TEX,0.73571428,,,
2021-08-31,LAA,0.61666667,,,
2021-08-31,WSN,0.83155248,,,
2021-08-31,SEA,0.63387424,,,
2021-08-31,TBR,0.66915191,,,
2021-08-31,CHW,0.77687627,,,
2021-08-31,SFG,0.74003189,,,
2021-08-31,DET,0.87134503,,,
2021-08-31,MIN,0.66543779,,,
2021-09-01,TBR,0.73958333,,,
2021-09-01,SFG,0.68627451,,,
2021-09-01,TEX,0.71785714,,,
2021-09-01,CIN,1.44454799,,,
2021-09-01,DET,0.98606811,,,
2021-09-01,CHW,1.02711324,,,
2021-09-01,SEA,0.36538462,,,
2021-09-01,KCR,0.45804196,,,
2021-09-01,TOR,0.88235294,,,
2021-09-01,LAA,0.32258065,,,
2021-09-01,MIN,0.25892857,,,
2021-09-01,CIN,0.74712643,,,
2021-09-01,LAD,0.81024668,,,
2021-09-01,ARI,0.97727273,,,
2021-09-02,TBR,0.37341153,,,
2021-09-02,COL,0.63865547,,,
2021-09-02,SFG,0.64242424,,,
2021-09-02,KCR,0.45751634,,,
2021-09-02,DET,0.90903098,,,
2021-09-02,CHC,0.85007422,,,
2021-09-02,NYM,0.66666666,,,
2021-09-02,WSN,0.83082707,,,
2021-09-03,LAA,0.65686274,,,
2021-09-03,TOR,1.01547987,,,
2021-09-03,TBR,0.51612904,,,
2021-09-03,WSN,0.61609907,,,
2021-09-03,SDP,0.64167393,,,
2021-09-03,MIA,0.88888889,,,
2021-09-03,COL,0.68663595,,,
2021-09-03,NYY,0.53055556,,,
2021-09-03,SFG,0.55809524,,,
2021-09-03,BOS,1.1199095,,,
2021-09-03,KCR,0.82330827,,,
2021-09-03,CHC,1.05734767,,,
2021-09-03,ARI,0.58055556,,,
2021-09-03,CIN,0.82936508,,,
2021-09-03,MIL,0.66666666,,,
2021-09-04,SFG,0.63138138,,,
2021-09-04,MIL,0.78160919,,,
2021-09-04,TBR,1.36077939,,,
2021-09-04,NYY,0.48663595,,,
2021-09-04,CIN,0.92598684,,,
2021-09-04,SDP,1.11666667,,,
2021-09-04,WSN,0.9,,,
2021-09-04,WSN,0.98418973,,,
2021-09-04,KCR,0.76428571,,,
2021-09-04,COL,1.00957855,,,
2021-09-04,TOR,1.28090575,,,
2021-09-04,LAA,0.62580645,,,
2021-09-04,MIA,0.59482759,,,
2021-09-04,ARI,0.98754579,,,
2021-09-04,BOS,0.81919851,,,
2021-09-04,CHC,0.86532508,,,
2021-09-05,WSN,0.67132867,,,
2021-09-05,MIA,0.32291667,,,
2021-09-05,COL,0.2718894,,,
2021-09-05,ARI,0.50242551,,,
2021-09-05,NYY,0.72381635,,,
2021-09-05,TBR,0.89890109,,,
2021-09-05,CHC,1.11753615,,,
2021-09-05,SDP,0.75115208,,,
2021-09-05,MIL,1.05357143,,,
2021-09-05,BOS,0.93636364,,,
2021-09-05,CIN,0.42279412,,,
2021-09-05,LAA,0.71804511,,,
2021-09-05,KCR,0.63888889,,,
2021-09-05,TOR,1.0632828,,,
2021-09-05,SFG,0.99915541,,,
2021-09-06,LAA,0.41875,,,
2021-09-06,BOS,0.9789916,,,
2021-09-06,CHC,0.59375,,,
2021-09-06,HOU,1.08346973,,,
2021-09-06,NYY,0.33333334,,,
2021-09-06,STL,0.39393939,,,
2021-09-06,WSN,0.96911197,,,
2021-09-06,MIL,0.41800356,,,
2021-09-06,CLE,0.62834224,,,
2021-09-06,PIT,0.84343434,,,
2021-09-06,COL,0.85850556,,,
2021-09-06,BAL,0.56862745,,,
2021-09-07,MIL,0.92777778,,,
2021-09-07,CLE,0.55821371,,,
2021-09-07,OAK,0.49803921,,,
2021-09-07,NYY,0.47058824,,,
2021-09-07,CHC,0.74285714,,,
2021-09-07,COL,0.67567568,,,
2021-09-07,MIA,0.6084724,,,
2021-09-07,HOU,0.85833333,,,
2021-09-07,BAL,0.79411765,,,
2021-09-07,SDP,0.34545454,,,
2021-09-07,ATL,1.00079745,,,
2021-09-07,STL,0.59379968,,,
2021-09-07,PIT,0.84924242,,,
2021-09-07,ARI,0.33986175,,,
2021-09-07,BOS,0.99114064,,,
2021-09-08,COL,0.77777777,,,
2021-09-08,SDP,0.67692308,,,
2021-09-08,BAL,0.73873874,,,
2021-09-08,ATL,0.67132867,,,
2021-09-08,HOU,0.94444444,,,
2021-09-08,STL,0.71347249,,,
2021-09-08,PIT,0.50048876,,,
2021-09-08,BOS,0.64791667,,,
2021-09-08,MIL,0.73958333,,,
2021-09-08,CLE,0.07142858,,,
2021-09-08,NYY,0.6003276,,,
2021-09-08,ARI,0.77991453,,,
2021-09-08,CHC,0.50439883,,,
2021-09-08,OAK,0.85800866,,,
2021-09-08,MIA,0.64932432,,,
2021-09-09,ATL,1.03603603,,,
2021-09-09,CLE,1.01973684,,,
2021-09-09,PHI,0.54779412,,,
2021-09-09,NYY,0.87878788,,,
2021-09-09,OAK,0.60267857,,,
2021-09-09,MIA,0.61149426,,,
2021-09-09,STL,0.59482759,,,
2021-09-09,BAL,0.31556949,,,
2021-09-10,ATL,0.66385135,,,
2021-09-10,STL,0.44242424,,,
2021-09-10,PHI,0.68432055,,,
2021-09-10,SEA,0.9125,,,
2021-09-10,CLE,0.34001743,,,
2021-09-10,CHW,0.68461538,,,
2021-09-10,BAL,1.17431851,,,
2021-09-10,LAD,0.61072261,,,
2021-09-10,NYM,0.90984848,,,
